ticker,company_name,province,hq_address_raw,soe_dummy_final,state_own_share
CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,Hồ Chí Minh,"\u003c/b\u003e 180 Nguyễn Thị Minh Khai, P6, Q3, TP.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (028) 38362369 - Fax: (028) 38362376\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e",0,
CST,Công ty cổ phần Than Cao Sơn - TKV,Quảng Ninh,"\u003c/b\u003e Tổ 1 Khu Cao Sơn 2, phường Cửa Ông, tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(33) 3862 337 Fax: (33) 3863 945\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",0,
CSV,Công ty Cổ phần Hóa chất Cơ bản miền Nam,Hồ Chí Minh,"\u003c/b\u003e Số 22 Lý Tự Trọng, Phường Sài Gòn, Thành phố Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (028) 3829 6620 - (028) 3822 5373 Fax:(028) 3824\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:",0,
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,Hải Phòng,"\u003c/b\u003e Số 2 Ngô Quyền, phường Thành Đông, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(320) 385 34 96| Fax: 84-(320) 385 86 06\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003",0,
CTC,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,Gia Lai,"\u003c/b\u003e 18 Lê Lai, phường Tây Sơn, Tp.Pleiku, tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84- (59) 3824 332 Fax: 84-(59) 3824 259\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
CTF,Công ty cổ phần City Auto,Hồ Chí Minh,"\u003c/b\u003e 218 Quốc lộ 13, phường Hiệp Bình Chánh, quận Thủ Đức, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 37262626 - Fax: 08 37263626\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c",0,
CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,Đồng Nai,"\u003c/b\u003e Số 168 KP.11, P.An Bình, T.P Biên Hòa, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02516 291081 Fax: 02516 291 082\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông V",0,
CTP,Công ty cổ phần Hòa Bình Takara,Hà Nội,"\u003c/b\u003e Tầng 8, tòa nhà Simco Sông Đà, tiểu KĐT mới Vạn Phúc, P.Hà Đông, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0906634229\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",0,
CTT,CTCP Chế tạo máy Vinacomin,Quảng Ninh,"\u003c/b\u003e 486 Trần Phú, phường Quang Hanh, tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-33) 3862619\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp\u003e",0,
CVT,Công ty Cổ phần CMC,Phú Thọ,"\u003c/b\u003e Lô B10.B11, Khu công nghiệp Thụy Vân, phường Nông Trang, tỉnh Phú Thọ\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02103.991.706 Fax: 02103.991.800\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u0",0,
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,Đồng Nai,"\u003c/b\u003e Số 47, đường D9, khu dân cư đường Võ Thị Sáu, khu phố Vinh Thạnh, Phường Trấn Biên, Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 061 381 77 42 Fax: 061 381 77 68\u003c/p\u003e\u003cp\u003e\u003cb\u00",0,
DAD,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,Đà Nẵng,"\u003c/b\u003e 145 Lê Lợi, phường Hải Châu, T.P Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(0236) 388 9950 / 388 9954 - Fax: +84-(0236) 3\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
DAE,Công ty Cổ phần Sách Giáo dục tại Tp. Đà Nẵng,Đà Nẵng,"\u003c/b\u003e 78 Pasteur, Quận Hải Châu, Thành Phố Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 388 64 97 Fax: 84-(511) 388 77 93\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00",0,
DAH,Công ty cổ phần Tập đoàn Khách sạn Đông Á,Thái Nguyên,"\u003c/b\u003e Phòng C301, tòa nhà Trung tâm Thương mại Đông Á, số 668, đường Phan Đình Phùng, tổ 11, P Đồng Quang, TP Thái Nguyên, Tỉnh Thái Nguyên\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02803 651 967 - Fax: 02803 758 468\u",0,
DAT,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,Đồng Tháp,"\u003c/b\u003e Quốc lộ 80, Cụm Công nghiệp Vàm Cống, ấp An Thạnh, xã Lấp Vò, tỉnh Đồng Tháp\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84-67) 3680 657 \u0001 Fax: (+84-67) 3680 657\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười",0,
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Bắc Ninh,"\u003c/b\u003e 35 Lý Thái Tổ, T.P Bắc Ninh, tỉnh Bắc Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(241) 3895 111 - Fax: 84-(241) 3825 496\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",0,
DBD,Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định,Gia Lai,\u003c/b\u003e 498 Nguyễn Thái Học – Phường Quy Nhơn Nam– Tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02563846500 Fax: 0256.3846846\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003,0,
DBT,Công ty Cổ phần Dược phẩm Bến Tre,Vĩnh Long,"\u003c/b\u003e 6A3, Quốc lộ 60, Phường Phú Tân, tỉnh Vĩnh Long.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(075) 3827 467 - Fax: 84-(075) 3824 248\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
DCL,Công ty Cổ phần Dược phẩm Cửu Long,Vĩnh Long,"\u003c/b\u003e 150 đường 14/9, Phường Thanh Đức, Tỉnh Vĩnh Long\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0270 3822 533 Fax: 0270 3822 129\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/",0,
DCM,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Cà Mau,"\u003c/b\u003e Số 647 - 649 đường Ngô Quyền, Phường An Xuyên, Tỉnh Cà Mau\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028.5417.0555 Fax: 028.5417.0550\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,0.24359999999999998
DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Hà Nội,"\u003c/b\u003e 18/44 phố Đức Giang, phường Việt Hưng, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-4) 38 271 620 - Fax : (84-4) 38 271 068\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
DHA,Công ty Cổ phần Hóa An,Đồng Nai,"\u003c/b\u003e 20C, KP Cầu Hang - Phường Biên Hoà - Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0251.3954491 Fax: 0251.3954754\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p",0,
DHC,Công ty Cổ phần Đông Hải Bến Tre,Vĩnh Long,"\u003c/b\u003e Lô AIII, KCN Giao Long, xã Giao Long, tỉnh Vĩnh Long\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0275) 363 5739 Fax (0275) 363 5738\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u0",0,
DHG,Công ty Cổ phần Dược Hậu Giang,Cần Thơ,"\u003c/b\u003e 288 Bis Đường Nguyễn Văn Cừ, Phường Cái Khế, Thành phố Cần Thơ.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0292 3891 433/ 3890 074 Fax: 0292 3895 209\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:",0,
DHM,Công ty cổ phần Thương mại và Khai thác Khoáng sản Dương Hiếu,Thái Nguyên,"\u003c/b\u003e Tổ 5, phường Gia Sàng, tỉnh Thái Nguyên\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0208 3832 410 Fax: 0208 3835 942\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u0",0,
DHT,Công ty Cổ phần Dược phẩm Hà Tây,Hà Nội,"\u003c/b\u003e Sô 10A Quang Trung, Thành Phố Hà Đông, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3382 46 85 Fax: 84-(4) 3382 90 54\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",0,
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Hồ Chí Minh,"\u003c/b\u003e Số 15 Thi Sách, Phường Vũng Tàu, Tp HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(64) 385 9248 - Fax: +84-(64) 360 712\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u",0,
DIH,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,Quảng Nam,"\u003c/b\u003e 25 Hùng Vương, phường Cẩm Phô, thành phố Hội An, tỉnh Quảng Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0510.3861367 – 3863531 - Fax: 0510-3863193\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin",0,
DL1,Công ty cổ phần Tập đoàn Alpha Seven,Hồ Chí Minh,"\u003c/b\u003e Lô i3-6, đường N2, khu Công nghệ cao, phường Tăng Nhơn Phú, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3736 7187 Fax: 028 3736 7187\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",0,
DLG,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Gia Lai,"\u003c/b\u003e 90 Lê Duẩn, phường Phù Đổng, TP. Pleiku, Tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0269 374 83 67 Fax: 0269 374 73 66\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,Đồng Tháp,"\u003c/b\u003e Cụm Công nghiệp Cần Lố, khóm An Định, Phường Mỹ Trà, tỉnh Đồng Tháp\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(67) 385 2278/9370 Fax: 84-(67) 385 1270\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",0,
DNC,Công ty Cổ phần Điện nước Lắp máy Hải Phòng,Hải Phòng,"\u003c/b\u003e 34 Thiên Lôi, phường An Biên, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(31) 3856 209 Fax: 84-(31) 3785 759\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p",0,
DP3,Công ty Cổ phần Dược phẩm Trung ương 3,Hải Phòng,"\u003c/b\u003e Số 16 đường Lê Đại Hành, P.Minh Khai, Q.Hồng Bàng, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-31) 3842 576 - Fax: (84-31) 3823 125\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",0,
DPG,Công ty Cổ phần Tập đoàn Đạt Phương,Hà Nội,"\u003c/b\u003e Tầng 15 tòa nhà Handico, KĐT mới Mễ Trì Hạ, đường Phạm Hùng, phường Từ Liêm, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-24) 37 830 856 Fax: (84 24) 37 830 859\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgư",0,
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí-CTCP,Hồ Chí Minh,"\u003c/b\u003e Số 43 Mạc Đĩnh Chi, phường Sài Gòn, Thành phố HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 38 256 258 Fax: 84-(8) 38 256 269\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,0.4
DPR,Công ty Cổ phần Cao su Đồng Phú,Đồng Nai,"\u003c/b\u003e Ấp Thuận Phú 1, xã Thuận Lợi, Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(651) 381 97 86 Fax: 84-(651) 381 96 20\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u0",0,
DQC,Công ty Cổ phần Bóng đèn Điện Quang,Hồ Chí Minh,"\u003c/b\u003e 121-123-125 Hàm Nghi, Phường Bến Thành, TP. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-1900 1257 Fax: 84-(28) 382 515 18\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
DRC,Công ty Cổ phần Cao su Đà Nẵng,Đà Nẵng,"\u003c/b\u003e Lô G, đường Tạ Quang Bửu, phường Hải Vân, TP Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0236 3771405 Fax: 0236 3771400\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",0,
DRL,Công ty Cổ phần Thủy điện – Điện lực 3,Đắk Nông,"\u003c/b\u003e Thôn Nhà Đèn, Xã EaPô, Huyện Cư Jút, Tỉnh Đắk Nông.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0261 3684 888 Fax: 0261 3684 666\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Nguyễn",0,
DS3,Công ty Cổ phần DS3,Quảng Ninh,"\u003c/b\u003e Tổ 2, khu 2, phường Hồng Hà, thành phố Hạ Long, tỉnh Quảng Ninh, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0203.835799 - Fax : 0203.836927\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",0,
DSC,Công ty Cổ phần Chứng khoán DSC,Hà Nội,"\u003c/b\u003e Tầng 2, Thành Công Building, 80 Dịch Vọng Hậu, phường Cầu Giấy, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(024)-3880.3456\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
DSE,Công ty Cổ phần Chứng khoán DNSE,Hà Nội,"\u003c/b\u003e Tầng 6 - Tòa nhà Pax Sky - Số 63-65 Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 7108 9234\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e\u003c/p",0,
DTK,Tổng công ty Điện lực TKV - CTCP,Hà Nội,"\u003c/b\u003e Tầng 16, tòa nhà Vinacomin, 3 Dương Đình Nghệ, phường Yên Hòa, thành phố Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 3516 1605 - Fax: 0243516 1610\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thô",1,1.0
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,Hồ Chí Minh,"\u003c/b\u003e Số 59 – 65 Huỳnh Mẫn Đạt, Phường 5, Quận 5, Tp. Hồ Chí Minh \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3923 62 38 Fax: 028 3923 53 60\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,0.2
DVM,Công ty Cổ phần Dược liệu Việt Nam,Phú Thọ,"\u003c/b\u003e Khu 8, Xã Phù Ninh, Huyện Phù Ninh, tỉnh Phú Thọ, VN\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 984 1255 - Fax: +84.243.668.6891\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",0,
DVP,Công ty cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Hải Phòng,"\u003c/b\u003e Cảng Đình Vũ, P.Đông Hải, Q.Hải An, Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0225 376 9992 Fax: 0225 376 9992\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Lê Thị Hải T",0,1.0
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Hồ Chí Minh,"\u003c/b\u003e Tòa nhà Hội sở Tập đoàn Đất Xanh, số 2W Ung Văn Khiêm, phường 25, quận Bình Thạnh, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 6252 5252 - Fax: 028 6285 3896\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười",0,
DXP,Công ty cổ phần Cảng Đoạn Xá,Hải Phòng,"\u003c/b\u003e 15 Ngô Quyền, phường Ngô Quyền, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(31) 376 5029/7969 Fax: 84-(31) 376 5727\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
DXS,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,Hồ Chí Minh,"\u003c/b\u003e 2W Ung Văn Khiêm, P.25, Quận Bình Thạnh, TP.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (028) - 62 52 52 52 Fax: 02518 826 152\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",0,
EBS,Công ty Cổ phần Sách Giáo dục tại Tp.Hà Nội,Hà Nội,"\u003c/b\u003e Tầng 2, nhà D Khu Văn Phòng và nhà cao cấp Vinaconex 1 – 289A Khuất Duy Tiến, Phường Trung Hòa, Cầu Gáy, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04) 6253.4301 - Fax: +84-(04) 6265.7741\u003c/p\u003",0,
EID,Công ty Cổ phần Đầu tư và Phát triển giáo dục Hà Nội,Hà Nội,"\u003c/b\u003e Tòa nhà Văn phòng HEID, ngõ 12 Láng Hạ, Thành Công, Ba Đình, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3 512 25 68 Fax: 84-(4) 3 512 38 38\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",0,
ELC,Công ty Cổ phần công nghệ - viễn thông ELCOM,Hà Nội,"\u003c/b\u003e Tòa nhà Elcom, 15 Duy Tân, P.Dịch Vọng Hậu, Q.Cầu Giấy, T.P.Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 383 593 59 Fax: 84-(4) 383 558 84\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",0,
EVS,Công ty cổ phần Chứng khoán EVS,Hà Nội,"\u003c/b\u003e Tầng 3-6-9, 2A Đại Cồ Việt, phường Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-24) 37726699 - Fax:(84-24) 37726763\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/",0,
FCN,Công ty cổ phần FECON,Hà Nội,"\u003c/b\u003e Tầng 15, Tòa nhà CEO, Lô HH2-1, đường Phạm Hùng, Phường Từ Liêm, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-4) 6269 0481/82 | Fax: (84-4) 6269 0484\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố t",0,
FIR,Công ty Cổ phần Địa ốc First Real,Đà Nẵng,"\u003c/b\u003e Tầng 5, Khu văn phòng - Khu phức hợp Khách sạn Bạch Đằng, số 50 đường Bạch Đằng, P.Hải Châu, Q.Hải Châu, T.P Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-0236) 3616767\u003c/p\u003e\u003cp\u003e\u003cb\u",0,
FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,Hồ Chí Minh,"\u003c/b\u003e 261 - 263 Khánh Hội, Phường Vĩnh Hội, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028) 7302 3456 - Fax: +84-(028) 3943 5773\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c",0,
FTS,Công ty Cổ phần Chứng khoán FPT,Hà Nội,"\u003c/b\u003e Số 52 đường Lạc Long Quân, phường Tây Hồ, TP Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 3773 7070 - Fax:024 3773 9058\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",0,
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Hồ Chí Minh,"\u003c/b\u003e 21/6D Phan Huy Ích, P14, Quận Gò Vấp, Tp.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3589 4287 Fax : 028 3589 4288\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003",0,
GDW,Công ty Cổ phần Cấp nước Gia Định,Hồ Chí Minh,"\u003c/b\u003e 2Bis Nơ Trang Long, phường Bình Thạnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028)-3841.2654 - Fax: +84-(028)-3841.2656\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",0,
GEE,Công ty cổ phần Điện lực GELEX,Hà Nội,"\u003c/b\u003e 52 Lê Đại Hành, phường Lê Đại Hành, quận Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 73012344 Fax: 024 36331510\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c",1,1.0
GEG,Công ty Cổ phần Điện Gia Lai,Gia Lai,"\u003c/b\u003e 114 Trường Chinh, Phường Pleiku, Tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0269 3823604 / 0283 9998822\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u00",0,
GEX,Công ty Cổ phần Tập đoàn GELEX,Hà Nội,"\u003c/b\u003e Tầng 24, Tòa nhà GELEX, 52 Lê Đại Hành, Hai Bà Trưng, Hà Nội, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84 24 3972 6245/46 Fax: +84 24 3972 6282\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",0,
GHC,Công ty Cổ phần Thủy điện Gia Lai,Gia Lai,"\u003c/b\u003e 114 Trường Chinh, Phường Phù Đổng-Thành phố Pleiku-Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0269) 383 0013 - Fax : (0269) 383 0013\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b",0,
GIC,Công ty cổ phần VSC Green Logistics,Hải Phòng,"\u003c/b\u003e Lô CC2, Khu công nghiệp MP Đình Vũ, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0225 2838 666 / Fax: 0225 2838 689\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười cô",0,
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,Hồ Chí Minh,"\u003c/b\u003e 334A Phan Văn Trị, Phường 11, Quận Bình Thạnh, TP. Hồ CHí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 35162288 - Fax: 028 35160118\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,
