ticker,company_name,industry,state_own_pct,soe_dummy,hq_address_raw,province,state_own_source,ownership_keywords_hit,source
PLP,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lô đất CN4.3 Khu công nghiệp MP Đình Vũ, Khu kinh tế Đình Vũ – Cát Hải, P. Đông Hải 2, Q. Hải An, Tp. Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84-24) 3555 1669 Fax: (+84-24) 3555 1671\u003c/p\u",Hải Phòng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lô 4, khu công nghiệp Điện Na - Điện Ngọc, phường Diện Na Bắc, thị xã Điện Bàn, tỉnh Quảng Na\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84 - 0235) 394 7233 Fax : (84 - 0235) 394 7244\u003c/p\u003e\u003cp\u003e\u",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,${this.renderText(this.dataTable?.Nganh)},100.0,1,"\u003c/b\u003e Tầng 8, 9 tòa nhà Viện Dầu khí, 167 Trung Kính, P.Yên Hòa, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (024) 22210 288 Fax : (024) 22210 388\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin",Hà Nội,keyword_window,tong cong ty; tap doan,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Km 28, Quốc lộ 18, phường Chí Linh, TP Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(320) 3881 126 Fax: 84-(320) 3881 388\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",Hải Phòng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lầu 4, Tòa nhà Sailling Tower, số 111A Pasteur, Q1, Tp.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3914 20 12 Fax: 84-(8) 3914 20 21\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PVP,Công ty Cổ phần Vận tải dầu khí Thái Bình Dương,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 3, Tòa nhà PVFCCo, Số 43 Mạc Đĩnh Chi, P.Đa Kao, Q.1, TP. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3822 8546 - Fax: 028 3822 8545\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông t",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PVT,Tổng công ty Cổ phần Vận tải Dầu khí,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 2, Tòa nhà PVFCCo, số 43 Mạc Đĩnh Chi, Phường Sài Gòn, TPHCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 391 113 01 Fax: 84-(8) 391 113 00\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
SFG,Công ty Cổ phần Phân bón Miền Nam,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 125B Cách Mạng Tháng Tám, Phường Bàn Cờ, TPHCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 3832 5889/ (08) 38393931 Fax 08 3832 2807\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 292/5 Ấp 80, xã Đông Thạnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-08) 3710 0101/ FAX: (84-08) 625 11989\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
SHI,Công ty cổ phần Quốc tế Sơn Hà,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 13 Tòa nhà Capital Place, số 29 Liễu Giai, phường Ngọc Hà, TP Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84-4) 37 80 52 50 Fax: (+84-4) 62 65 65 88\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười côn",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
SRC,Công ty Cổ phần Cao Su Sao Vàng,${this.renderText(this.dataTable?.Nganh)},,0,\u003c/b\u003e 231 đường Nguyễn Trãi - phường Khương Đình - TP Hà nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 3858 3656 Fax: 024 3858 3644\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00,Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Số 36 Tây Thạnh, P. Tây Thạnh, Q.Tân Phú, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028) 3815 3962 - Fax: +84-(028) 38152 757\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
TCR,Công ty Cổ phần Công nghiệp Gốm sứ Taicera,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Khu công nghiệp Gò Dầu, Xã Phước Thái, Huyện Long Thành, Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0613 841 594 - 841 597 Fax: 0613 841 598 - 841 592\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười côn",Đồng Nai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e G4A, KP.4, Phường Tam Hiệp, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(61)-3823 187 - Fax: +84-(61)-3892 043\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",Đồng Nai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
TNC,Công ty Cổ phần Cao su Thống Nhất,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 256 Đường 27/04, P.Phước Hưng, T.P Bà Rịa, tỉnh Bà Rịa-Vũng Tàu\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(64)-3823 119 - Fax: +84-(64)-3823 120\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 414 lầu 5 Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84 (028) 3973 72 77/ 278 Fax: +84 (028) 3973 7\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thô",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
TRC,Công ty Cổ phần Cao su Tây Ninh,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Quốc lộ 22B, xã Hiệp Thạnh, huyện Gò Dầu, tỉnh Tây Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(66)-3853 606/ 385 32 32 - Fax: 066. 3853608\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",Tây Ninh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
TSA,Công ty Cổ phần Đầu tư và Xây lắp Trường Sơn,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Khu công nghiệp Châu Sơn, Phường Châu Sơn, Thành phố Phủ Lỷ, tỉnh Hà Nam, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02262.210.666\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",Hà Nam,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Khu công nghiệp Biên Hòa I, Đường số 9, phường Trấn Biên, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02513 836148 - Fax:02513 836505\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u",Đồng Nai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,${this.renderText(this.dataTable?.Nganh)},1.0,1,"\u003c/b\u003e 21 Nguyễn Huệ, Phường Quy Nhơn, tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(56) 389 27 92 Fax: 84-(56) 389 19 75\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",Gia Lai,keyword_window,tong cong ty,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
ADC,Công ty Cổ phần Mĩ thuật và Truyền thông,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 12A Diamond Flower, KĐT Trung Hòa-Nhân Chính, phường Yên Hòa, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84 4 3512 1569| Fax: 84-(4) 3512 1385\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
AMV,CTCP Sản xuất Kinh doanh Dược và Trang thiết bị Y,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lầu 4, tòa nhà Phú Mã Dương, 85 Hoàng Văn Thái, phường Tân Mỹ, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 66501148 Fax: 84–(651) 388 90 32\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
APS,Công ty Cổ phần Chứng khoán Châu Á – Thái Bình Dương,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Tầng 2,3 Tòa nhà Machino Building, Số 444 Hoàng Hoa Thám, P. Thụy Khuê, Q. Ba Đình, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-4) 3573 0200 Fax: (84-4) 3577 1969\u003c/p\u003e\u003cp\u003e\u003cb\u003e",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
BAB,Ngân hàng Thương mại cổ phần Bắc Á,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 117 Quang Trung, phường Thành Vinh, tỉnh Nghệ An\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(238)-3844 277 - Fax: +84-(238)-3841 757\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003",Nghệ An,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
BSC,Công ty Cổ phần Dịch vụ Bến Thành,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 390 Nguyễn Công Trứ, phường Bến Thành, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-39140932 - Fax: +84-(08)-39140934\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tòa nhà số 8 Lý Thái Tổ, phường Hàng Trống, quận Hoàn Kiếm, HN\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(024) 3928 8080 - Fax: +84-(024) 3928 9888\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông t",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CAR,Công ty Cổ phần Tập đoàn Giáo dục Trí Việt,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e A15, tầng 1, tòa nhà Home City, số 177 Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, TP.Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 033862188\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CIA,Công ty Cổ phần Dịch vụ Sân bay Quốc tế Cam Ranh,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Sân bay Quốc tế Cam Ranh, phường Bắc Cam Ranh, tỉnh Khánh Hòa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0258) 6 265 588 Fax : (0258) 6 266 262\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",Khánh Hòa,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DAD,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 145 Lê Lợi, phường Hải Châu, T.P Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(0236) 388 9950 / 388 9954 - Fax: +84-(0236) 3\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",Đà Nẵng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DAE,Công ty Cổ phần Sách Giáo dục tại Tp. Đà Nẵng,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 78 Pasteur, Quận Hải Châu, Thành Phố Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 388 64 97 Fax: 84-(511) 388 77 93\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00",Đà Nẵng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DHT,Công ty Cổ phần Dược phẩm Hà Tây,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Sô 10A Quang Trung, Thành Phố Hà Đông, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3382 46 85 Fax: 84-(4) 3382 90 54\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DP3,Công ty Cổ phần Dược phẩm Trung ương 3,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 16 đường Lê Đại Hành, P.Minh Khai, Q.Hồng Bàng, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-31) 3842 576 - Fax: (84-31) 3823 125\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",Hải Phòng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DTG,Công ty Cổ phần Dược phẩm Tipharco,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lô 08+09, cụm Công nghiệp và Tiểu thủ công nghiệp Tân Mỹ Chánh, phường Mỹ Thanh, tỉnh Đồng Tháp\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02733.871.817 / 02733.872.973\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười",Đồng Tháp,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DVM,Công ty Cổ phần Dược liệu Việt Nam,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Khu 8, Xã Phù Ninh, Huyện Phù Ninh, tỉnh Phú Thọ, VN\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 984 1255 - Fax: +84.243.668.6891\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",Phú Thọ,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
EBS,Công ty Cổ phần Sách Giáo dục tại Tp.Hà Nội,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 2, nhà D Khu Văn Phòng và nhà cao cấp Vinaconex 1 – 289A Khuất Duy Tiến, Phường Trung Hòa, Cầu Gáy, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04) 6253.4301 - Fax: +84-(04) 6265.7741\u003c/p\u003",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
EID,Công ty Cổ phần Đầu tư và Phát triển giáo dục Hà Nội,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tòa nhà Văn phòng HEID, ngõ 12 Láng Hạ, Thành Công, Ba Đình, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3 512 25 68 Fax: 84-(4) 3 512 38 38\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
EVS,Công ty cổ phần Chứng khoán EVS,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 3-6-9, 2A Đại Cồ Việt, phường Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-24) 37726699 - Fax:(84-24) 37726763\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HBS,Công ty Cổ phần Chứng khoán Hòa Bình,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Tầng 1, 2 Toà nhà số 34 Hai Bà Trưng, P. Tràng Tiền, Q. Hoàn Kiếm, TP. Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 393 688 66 Fax:84-(4) 393 686 65\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
IVS,Công ty cổ phần Chứng khoán Guotai Junan (Việt Nam),${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e P9-10, Tầng 1, Charm Vit Tower, số 117 Trần Duy Hưng, phường Trung Hòa, Cầu Giấy, HN\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3573 0073 - Fax: 84-(4) 3573 0088\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
LBE,Công ty cổ phần Thương mại và Dịch vụ LVA,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 121 Bà Triệu, phường Nguyễn Du, quận Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(72) 3822 374 Fax: 84-(72) 3834 447\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 18 Ngô Quyền, phường Cam Ly-Đà Lạt, tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(63) 382 12 28 - Fax: 84-(63) 382 23 69\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",Lâm Đồng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
MAS,Công ty cổ phần Dịch vụ Hàng không Sân bay Đà Nẵng,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Sân Bay Quốc Tế Đà Nẵng, Quận Hải Châu, TP Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 382 66 80 - Fax: 84-(511) 382 61 33\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",Đà Nẵng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
MBS,Công ty cổ phần Chứng khoán MB,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 7+8, tòa nhà MB, 21 Cát Linh, phường Ô Chợ Dừa, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3726 2600 - Fax: +84-(04)-3726 2601\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
MED,Công ty cổ phần Dược Trung ương Mediplantex,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 358 đường Giải Phóng, Thanh Xuân, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (024) 3864 3360 - Fax: (024) 3864 1584\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u00",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
MKV,Công ty Cổ phần Dược Thú y Cai Lậy,${this.renderText(this.dataTable?.Nganh)},40.0,1,"\u003c/b\u003e Khu phố 1, phường 5, thị xã Cai Lậy, tỉnh Tiền Giang\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(73) 3 820 974 Fax: 84(73) 3 710 769\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",Tiền Giang,keyword_window,nhà nước; ubnd,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
NVB,Ngân hàng Thương mại cổ phần Quốc Dân,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 25 Lê Đại Hành, P.Lê Đại Hành, Q.Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-3821 6216 - Fax: +84-(08)-3914 2738\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
OCH,Công ty Cổ phần One Capital Hospitality,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Tầng 8, Tòa nhà Leadvisors Tower, 643 Phạm Văn Đồng, phường Cổ Nhuế 1, quận Bắc Từ Liêm, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(024)-3772.6909 - Fax: +84-(024)-3772.6908\u003c/p\u003e\u003cp\u0",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
ONE,Công ty Cổ phần Công nghệ ONE,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 135 Hoàng Ngân, phường Yên Hòa, thành phố Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3976 50 86 Fax: 84-(4) 3976 51 23\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 367 Nguyễn Trãi, P.Cầu Ông Lãnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8)39 200300/38 375300 Fax: 84-(8)39 200 096\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PPP,Công ty Cổ phần Dược phẩm Phong Phú,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lô 12, đường số 8, KCN Tân Tạo, P.Tân Tạo, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3 754 79 99 - Fax: 84-(8) 3 754 79 96\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u0",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
